file,category,language,zero_inbound_static,runtime_unreached_static,in_duplicate_clone_block
backend/scripts/verify_reconciliation.py,backend,python,1,1,0
backend/server.py,backend,python,0,0,0
backend/services/__init__.py,backend,python,0,0,0
backend/services/activity_log.py,backend,python,0,0,0
backend/services/advanced_erp_sync_DISABLED_DO_NOT_USE.py,backend,python,1,1,0
backend/services/advanced_report_service.py,backend,python,0,0,0
backend/services/ai_search.py,backend,python,0,0,0
backend/services/ai_variance.py,backend,python,0,0,0
backend/services/analytics_service.py,backend,python,0,1,0
backend/services/audit_service.py,backend,python,0,0,0
backend/services/auto_diagnosis.py,backend,python,0,0,0
backend/services/auto_error_finder.py,backend,python,1,1,0
backend/services/auto_recovery.py,backend,python,1,1,0
backend/services/auto_sync_manager.py,backend,python,0,0,0
backend/services/batch_operations.py,backend,python,0,0,0
backend/services/cache/redis_service.py,backend,python,0,1,0
backend/services/cache_service.py,backend,python,0,0,0
backend/services/canonical_inventory.py,backend,python,0,0,0
backend/services/change_detection_sync.py,backend,python,0,0,0
backend/services/circuit_breaker.py,backend,python,0,0,0
backend/services/concurrency.py,backend,python,0,0,0
backend/services/config_version_service.py,backend,python,0,1,0
backend/services/count_line_write_service.py,backend,python,0,0,0
backend/services/count_state_machine.py,backend,python,0,1,0
backend/services/data_governance.py,backend,python,0,0,0
backend/services/database_health.py,backend,python,0,0,0
backend/services/database_manager.py,backend,python,0,0,0
backend/services/database_optimizer.py,backend,python,0,0,0
backend/services/dynamic_fields_service.py,backend,python,0,0,0
backend/services/dynamic_report_service.py,backend,python,0,0,0
backend/services/enhanced_connection_pool.py,backend,python,0,0,1
backend/services/enrichment_service.py,backend,python,0,0,0
backend/services/enterprise_audit.py,backend,python,0,0,0
backend/services/enterprise_security.py,backend,python,0,0,0
backend/services/error_log.py,backend,python,0,0,0
backend/services/errors.py,backend,python,0,0,0
backend/services/feature_flags.py,backend,python,0,0,0
backend/services/flag_resolver.py,backend,python,0,0,0
backend/services/governance_audit_service.py,backend,python,0,0,0
backend/services/governance_guard.py,backend,python,0,0,0
backend/services/heatmap_service.py,backend,python,0,0,0
backend/services/lock_manager.py,backend,python,0,0,0
backend/services/lock_service.py,backend,python,0,0,0
backend/services/logic_guard.py,backend,python,0,0,0
backend/services/mdns_service.py,backend,python,0,0,0
backend/services/monitoring_service.py,backend,python,0,0,0
backend/services/notification_service.py,backend,python,0,0,0
backend/services/observability.py,backend,python,0,0,0
backend/services/otp_service.py,backend,python,0,0,0
backend/services/pin_auth_service.py,backend,python,0,0,0
backend/services/pubsub_service.py,backend,python,0,0,0
backend/services/rate_limiter.py,backend,python,0,0,0
backend/services/redis_service.py,backend,python,0,0,0
backend/services/refresh_token.py,backend,python,0,0,0
backend/services/reporting/compare_engine.py,backend,python,0,0,0
backend/services/reporting/export_engine.py,backend,python,0,0,0
backend/services/reporting/query_builder.py,backend,python,0,0,0
backend/services/reporting/snapshot_engine.py,backend,python,0,0,0
backend/services/runtime.py,backend,python,0,0,0
backend/services/scheduled_export_service.py,backend,python,0,0,0
backend/services/search_service.py,backend,python,0,0,0
backend/services/session_lifecycle_service.py,backend,python,0,0,0
backend/services/session_state_machine.py,backend,python,0,0,0
backend/services/snapshot_service.py,backend,python,0,0,0
backend/services/sql_sync_service.py,backend,python,0,0,0
backend/services/sql_verification_service.py,backend,python,0,0,0
backend/services/sync_conflicts_service.py,backend,python,0,0,0
backend/services/system_report_service.py,backend,python,0,0,0
backend/services/transaction_manager.py,backend,python,0,0,0
backend/services/unknown_item_service.py,backend,python,0,0,0
backend/services/validation_service.py,backend,python,0,0,0
backend/services/variance_service.py,backend,python,0,0,0
backend/services/variant_service.py,backend,python,0,0,0
backend/services/watchdog_service.py,backend,python,0,0,0
backend/services/websocket_service.py,backend,python,0,1,0
backend/services/whatsapp_service.py,backend,python,0,0,0
backend/sql_server_connector.py,backend,python,0,0,0
backend/tests/__init__.py,backend,python,1,1,0
backend/tests/api/test_admin_dashboard_api.py,backend,python,1,1,0
backend/tests/api/test_admin_router_auth.py,backend,python,1,1,0
backend/tests/api/test_auth.py,backend,python,1,1,0
backend/tests/api/test_auth_api.py,backend,python,1,1,0
backend/tests/api/test_auth_handler.py,backend,python,1,1,0
backend/tests/api/test_count_lines_persistence.py,backend,python,1,1,0
backend/tests/api/test_dynamic_reports_api.py,backend,python,1,1,0
backend/tests/api/test_enhanced_item_api.py,backend,python,1,1,0
backend/tests/api/test_erp_api.py,backend,python,1,1,0
backend/tests/api/test_erp_batches.py,backend,python,1,1,0
backend/tests/api/test_item_verification_api.py,backend,python,1,1,0
backend/tests/api/test_items_identify_helpers.py,backend,python,1,1,0
backend/tests/api/test_mapping_api.py,backend,python,1,1,0
backend/tests/api/test_password_reset_api.py,backend,python,1,1,0
backend/tests/api/test_pin_auth_api.py,backend,python,1,1,0
backend/tests/api/test_preferences_api.py,backend,python,1,1,0
backend/tests/api/test_rbac.py,backend,python,1,1,0
backend/tests/api/test_reconciliation_api.py,backend,python,1,1,0
backend/tests/api/test_report_generation_api.py,backend,python,1,1,0
backend/tests/api/test_security_api.py,backend,python,1,1,0
backend/tests/api/test_session_finalization_and_canonical_reads.py,backend,python,1,1,0
backend/tests/api/test_session_management_api.py,backend,python,1,1,0
backend/tests/api/test_sync_batch_canonical.py,backend,python,1,1,0
backend/tests/api/test_sync_batch_logic.py,backend,python,1,1,0
backend/tests/api/test_unknown_items_admin_api.py,backend,python,0,0,0
backend/tests/api/test_unknown_items_public_api.py,backend,python,1,1,0
backend/tests/api/test_user_management_api.py,backend,python,1,1,0
backend/tests/api/test_user_settings_api.py,backend,python,1,1,0
backend/tests/api/test_watchtower_helpers.py,backend,python,1,1,0
backend/tests/api/test_websocket_api.py,backend,python,1,1,0
backend/tests/conftest.py,backend,python,1,1,0
backend/tests/core/test_validators_init.py,backend,python,1,1,0
backend/tests/evaluation/__init__.py,backend,python,1,1,0
backend/tests/evaluation/conftest.py,backend,python,1,1,0
backend/tests/evaluation/evaluators.py,backend,python,0,1,0
backend/tests/evaluation/metrics_collector.py,backend,python,0,1,0
backend/tests/evaluation/run_evaluation.py,backend,python,1,1,0
backend/tests/evaluation/test_api_performance.py,backend,python,1,1,0
backend/tests/evaluation/test_business_logic.py,backend,python,1,1,0
backend/tests/evaluation/test_data_quality.py,backend,python,1,1,0
backend/tests/evaluation/test_security_evaluation.py,backend,python,1,1,0
backend/tests/evaluation/test_workflow.py,backend,python,1,1,0
backend/tests/governance/test_count_line_write_service_authority.py,backend,python,1,1,0
backend/tests/governance/test_db_guard_collection_access.py,backend,python,0,0,0
backend/tests/governance/test_optimistic_locking.py,backend,python,1,1,0
backend/tests/governance/test_recount_lifecycle_service.py,backend,python,0,0,0
backend/tests/governance/test_session_transitions.py,backend,python,1,1,0
backend/tests/governance/test_sql_batch_verification.py,backend,python,1,1,0
backend/tests/governance/test_sql_read_only.py,backend,python,1,1,0
backend/tests/governance/test_sql_verified_qty_authority.py,backend,python,1,1,0
backend/tests/governance/test_transactional_write_enforcement.py,backend,python,0,0,0
backend/tests/governance/test_verification_authority.py,backend,python,1,1,0
backend/tests/governance/test_write_path_restrictions.py,backend,python,1,1,0
backend/tests/middleware/test_lan_enforcement.py,backend,python,1,1,0
backend/tests/middleware/test_performance_middleware.py,backend,python,1,1,0
backend/tests/services/test_audit_service.py,backend,python,1,1,0
backend/tests/services/test_cache_service.py,backend,python,1,1,0
backend/tests/services/test_refresh_token_service.py,backend,python,1,1,0
backend/tests/services/test_sql_sync_service.py,backend,python,1,1,0
backend/tests/services/test_unknown_item_service.py,backend,python,0,0,0
backend/tests/services/test_validation_service.py,backend,python,0,0,0
backend/tests/test_admin_control_api.py,backend,python,1,1,0
backend/tests/test_agent_approval_pipeline.py,backend,python,1,1,0
backend/tests/test_ai_variance.py,backend,python,1,1,0
backend/tests/test_analytics_api.py,backend,python,1,1,0
backend/tests/test_analytics_service.py,backend,python,1,1,0
backend/tests/test_api_warehouses_manual.py,backend,python,1,1,0
backend/tests/test_app_factory_legacy_stats.py,backend,python,1,1,0
backend/tests/test_async_utils.py,backend,python,1,1,0
backend/tests/test_auth.py,backend,python,1,1,0
backend/tests/test_auth_cookie_support.py,backend,python,1,1,0
backend/tests/test_auth_path.py,backend,python,1,1,0
backend/tests/test_auth_pin.py,backend,python,1,1,0
backend/tests/test_auth_routes_session_handling.py,backend,python,1,1,0
backend/tests/test_auth_utils.py,backend,python,1,1,0
backend/tests/test_auto_diagnosis.py,backend,python,1,1,0
backend/tests/test_backfill_session_snapshots.py,backend,python,1,1,0
backend/tests/test_barcode_validation.py,backend,python,1,1,0
backend/tests/test_basic.py,backend,python,1,1,0
backend/tests/test_batch_operations.py,backend,python,1,1,0
backend/tests/test_canonical_inventory.py,backend,python,1,1,0
backend/tests/test_cleanup_synthetic_session_data.py,backend,python,1,1,0
backend/tests/test_comprehensive.py,backend,python,1,1,0
backend/tests/test_config_aliases.py,backend,python,1,1,0
backend/tests/test_count_lines_api.py,backend,python,1,1,0
backend/tests/test_count_state_machine.py,backend,python,1,1,0
backend/tests/test_coverage_final.py,backend,python,1,1,0
backend/tests/test_coverage_improvements.py,backend,python,1,1,0
backend/tests/test_coverage_part2.py,backend,python,1,1,0
backend/tests/test_db_connection.py,backend,python,1,1,0
backend/tests/test_db_migrations.py,backend,python,1,1,0
backend/tests/test_dynamic_report_service.py,backend,python,1,1,0
backend/tests/test_enhanced_connection_pool.py,backend,python,1,1,0
backend/tests/test_enhanced_item_search.py,backend,python,1,1,0
backend/tests/test_enterprise_stabilization.py,backend,python,1,1,0
backend/tests/test_erp_mapping.py,backend,python,1,1,0
backend/tests/test_erp_sync_service.py,backend,python,1,1,0
backend/tests/test_erp_utils.py,backend,python,1,1,0
backend/tests/test_error_handler_with_diagnosis.py,backend,python,1,1,0
backend/tests/test_error_logging.py,backend,python,1,1,0
backend/tests/test_exceptions.py,backend,python,1,1,0
backend/tests/test_export_mapping_cleanup.py,backend,python,1,1,0
backend/tests/test_exports_api.py,backend,python,1,1,0
backend/tests/test_floor_selection.py,backend,python,1,1,0
backend/tests/test_governance.py,backend,python,1,1,0
backend/tests/test_governance_contracts.py,backend,python,1,1,0
backend/tests/test_integration.py,backend,python,1,1,0
backend/tests/test_integration_api.py,backend,python,1,1,0
backend/tests/test_items.py,backend,python,1,1,0
backend/tests/test_jenkins_pipeline_contract.py,backend,python,1,1,0
backend/tests/test_locations_api.py,backend,python,1,1,0
backend/tests/test_logging_config.py,backend,python,1,1,0
backend/tests/test_mdns_service.py,backend,python,1,1,0
backend/tests/test_migrate_user_settings.py,backend,python,1,1,0
backend/tests/test_notification_service.py,backend,python,1,1,0
backend/tests/test_notifications_api_routes.py,backend,python,1,1,0
backend/tests/test_offline_sync.py,backend,python,1,1,0
backend/tests/test_performance.py,backend,python,1,1,0
backend/tests/test_pi_api.py,backend,python,1,1,0
backend/tests/test_pin_auth.py,backend,python,1,1,0
backend/tests/test_pin_login_manual.py,backend,python,1,1,0
backend/tests/test_repair_legacy_zero_variance_approvals.py,backend,python,1,1,0
backend/tests/test_repair_scripts.py,backend,python,1,1,0
backend/tests/test_result.py,backend,python,1,1,0
backend/tests/test_routes_check.py,backend,python,1,1,0
backend/tests/test_runtime_route_cleanup.py,backend,python,1,1,0
backend/tests/test_schemas.py,backend,python,1,1,0
backend/tests/test_search_api.py,backend,python,1,1,0
backend/tests/test_search_service.py,backend,python,1,1,0
backend/tests/test_security_headers.py,backend,python,1,1,0
backend/tests/test_sentry.py,backend,python,1,1,0
backend/tests/test_server_entrypoint.py,backend,python,1,1,0
backend/tests/test_sessions_api.py,backend,python,1,1,0
backend/tests/test_settings_runtime.py,backend,python,1,1,0
backend/tests/test_simple.py,backend,python,1,1,0
backend/tests/test_sql_readonly.py,backend,python,1,1,0
backend/tests/test_sync.py,backend,python,1,1,0
backend/tests/test_sync_conflicts_service.py,backend,python,1,1,0
backend/tests/test_sync_management_api.py,backend,python,1,1,0
backend/tests/test_sync_service.py,backend,python,1,1,0
backend/tests/test_system_report_service.py,backend,python,1,1,0
backend/tests/test_user_management_routes.py,backend,python,1,1,0
backend/tests/test_validation.py,backend,python,1,1,0
backend/tests/test_validation_scripts.py,backend,python,1,1,0
backend/tests/test_variance_service.py,backend,python,1,1,0
backend/tests/test_verification.py,backend,python,1,1,0
backend/tests/test_version_check.py,backend,python,1,1,0
backend/tests/test_websocket_manager.py,backend,python,1,1,0
backend/tests/test_websocket_service.py,backend,python,1,1,0
backend/tests/test_whatsapp_service.py,backend,python,1,1,0
backend/tests/utils/in_memory_db.py,backend,python,0,1,0
backend/tests/verify_integration_flow.py,backend,python,1,1,0
backend/tests/verify_operational.py,backend,python,1,1,0
backend/tests/verify_security_api.py,backend,python,1,1,0
backend/tests/verify_token_claims.py,backend,python,1,1,0
backend/utils/__init__.py,backend,python,1,1,0
backend/utils/api_utils.py,backend,python,0,0,0
backend/utils/async_utils.py,backend,python,0,1,0
backend/utils/auth_utils.py,backend,python,0,0,0
backend/utils/crypto_utils.py,backend,python,0,0,0
backend/utils/db_connection.py,backend,python,0,0,0
backend/utils/env_validation.py,backend,python,0,0,0
backend/utils/erp_utils.py,backend,python,0,0,0
backend/utils/error_handler_with_diagnosis.py,backend,python,0,1,0
backend/utils/logging_config.py,backend,python,0,0,0
backend/utils/pagination.py,backend,python,1,1,0
backend/utils/pdf_generator.py,backend,python,1,1,0
backend/utils/port_detector.py,backend,python,0,0,0
backend/utils/result.py,backend,python,0,0,0
backend/utils/result_types.py,backend,python,0,0,0
backend/utils/secret_generator.py,backend,python,1,1,0
backend/utils/service_manager.py,backend,python,0,0,0
backend/utils/structured_logging.py,backend,python,1,1,0
backend/utils/tracing.py,backend,python,0,0,0
backend/utils/validation.py,backend,python,0,1,0
frontend/.eslintrc.js,frontend,typescript/javascript,1,1,0
frontend/__tests__/home.test.tsx,frontend,typescript/javascript,1,1,0
frontend/__tests__/login.test.tsx,frontend,typescript/javascript,1,1,0
frontend/__tests__/login_accessibility.test.tsx,frontend,typescript/javascript,1,1,0
frontend/__tests__/staff/home.test.tsx,frontend,typescript/javascript,1,1,0
frontend/app/+not-found.tsx,frontend,typescript/javascript,1,0,0
frontend/app/_layout.tsx,frontend,typescript/javascript,1,0,0
frontend/app/admin/__tests__/logs.offlineMode.test.tsx,frontend,typescript/javascript,1,0,0
frontend/app/admin/_layout.tsx,frontend,typescript/javascript,1,0,0
frontend/app/admin/control-panel-v2.tsx,frontend,typescript/javascript,1,0,0
frontend/app/admin/control-panel.tsx,frontend,typescript/javascript,1,0,0
frontend/app/admin/dashboard-web.screen.tsx,frontend,typescript/javascript,1,0,0
frontend/app/admin/dashboard-web.tsx,frontend,typescript/javascript,1,0,0
frontend/app/admin/index.tsx,frontend,typescript/javascript,1,0,0
frontend/app/admin/live-view.tsx,frontend,typescript/javascript,1,0,0
frontend/app/admin/logs.tsx,frontend,typescript/javascript,0,0,0
frontend/app/admin/metrics.tsx,frontend,typescript/javascript,1,0,0
frontend/app/admin/permissions.tsx,frontend,typescript/javascript,1,0,0
frontend/app/admin/realtime-dashboard.screen.tsx,frontend,typescript/javascript,1,0,0
frontend/app/admin/realtime-dashboard.tsx,frontend,typescript/javascript,1,0,0
frontend/app/admin/reports.tsx,frontend,typescript/javascript,1,0,0
frontend/app/admin/security.tsx,frontend,typescript/javascript,1,0,0
frontend/app/admin/settings.tsx,frontend,typescript/javascript,1,0,0
frontend/app/admin/sql-config.tsx,frontend,typescript/javascript,1,0,0
frontend/app/admin/unknown-items.tsx,frontend,typescript/javascript,1,0,0
frontend/app/admin/users.screen.tsx,frontend,typescript/javascript,1,0,0
frontend/app/admin/users.tsx,frontend,typescript/javascript,1,0,0
frontend/app/debug.tsx,frontend,typescript/javascript,1,0,0
frontend/app/forgot-password.tsx,frontend,typescript/javascript,1,0,0
frontend/app/help.tsx,frontend,typescript/javascript,1,0,0
frontend/app/index.tsx,frontend,typescript/javascript,1,0,0
frontend/app/login.tsx,frontend,typescript/javascript,1,0,0
frontend/app/notifications.tsx,frontend,typescript/javascript,1,0,0
frontend/app/otp-verification.tsx,frontend,typescript/javascript,1,0,0
frontend/app/register.tsx,frontend,typescript/javascript,1,0,0
frontend/app/reset-password.tsx,frontend,typescript/javascript,1,0,0
frontend/app/security.tsx,frontend,typescript/javascript,1,0,0
frontend/app/staff/_layout.tsx,frontend,typescript/javascript,1,0,0
frontend/app/staff/appearance.tsx,frontend,typescript/javascript,1,0,0
frontend/app/staff/components/SectionLists.tsx,frontend,typescript/javascript,1,0,0
frontend/app/staff/history.tsx,frontend,typescript/javascript,1,0,0
frontend/app/staff/home.tsx,frontend,typescript/javascript,0,0,0
frontend/app/staff/index.tsx,frontend,typescript/javascript,1,0,0
frontend/app/staff/item-detail.screen.tsx,frontend,typescript/javascript,1,0,0
frontend/app/staff/item-detail.tsx,frontend,typescript/javascript,1,0,0
frontend/app/staff/scan.screen.tsx,frontend,typescript/javascript,1,0,0
frontend/app/staff/scan.tsx,frontend,typescript/javascript,1,0,0
frontend/app/staff/serial-scanner.tsx,frontend,typescript/javascript,1,0,0
frontend/app/staff/settings.tsx,frontend,typescript/javascript,1,0,0
frontend/app/supervisor/__tests__/layout.offlineGate.test.tsx,frontend,typescript/javascript,1,0,0
frontend/app/supervisor/__tests__/offlineQueue.test.tsx,frontend,typescript/javascript,1,0,0
frontend/app/supervisor/__tests__/sessionDetail.offlineMode.test.tsx,frontend,typescript/javascript,1,0,0
frontend/app/supervisor/_layout.tsx,frontend,typescript/javascript,0,0,0
frontend/app/supervisor/activity-logs.tsx,frontend,typescript/javascript,1,0,0
frontend/app/supervisor/appearance.tsx,frontend,typescript/javascript,1,0,0
frontend/app/supervisor/bulk-ops.tsx,frontend,typescript/javascript,1,0,0
frontend/app/supervisor/dashboard.tsx,frontend,typescript/javascript,1,0,0
frontend/app/supervisor/index.tsx,frontend,typescript/javascript,1,0,0
frontend/app/supervisor/items.tsx,frontend,typescript/javascript,1,0,0
frontend/app/supervisor/offline-queue.tsx,frontend,typescript/javascript,1,0,0
frontend/app/supervisor/session/[id].tsx,frontend,typescript/javascript,0,0,0
frontend/app/supervisor/sessions.tsx,frontend,typescript/javascript,1,0,0
frontend/app/supervisor/settings.tsx,frontend,typescript/javascript,1,0,0
frontend/app/supervisor/sync-conflicts.tsx,frontend,typescript/javascript,1,0,0
frontend/app/supervisor/user-workflows.tsx,frontend,typescript/javascript,1,0,0
frontend/app/supervisor/variance-details.tsx,frontend,typescript/javascript,1,0,0
frontend/app/supervisor/variances.tsx,frontend,typescript/javascript,1,0,0
frontend/app/welcome.tsx,frontend,typescript/javascript,1,0,0
frontend/babel.config.js,frontend,typescript/javascript,1,1,0
frontend/e2e/admin-dashboard.spec.ts,frontend,typescript/javascript,1,1,0
frontend/e2e/auth.spec.ts,frontend,typescript/javascript,1,1,0
frontend/e2e/core-flow.spec.ts,frontend,typescript/javascript,1,1,0
frontend/e2e/helpers/auth.ts,frontend,typescript/javascript,0,1,0
frontend/e2e/misplaced-item.spec.ts,frontend,typescript/javascript,1,1,0
frontend/e2e/recount-assignment-ui.spec.ts,frontend,typescript/javascript,1,1,0
frontend/e2e/supervisor-smoke.spec.ts,frontend,typescript/javascript,1,1,0
frontend/e2e/visual.spec.ts,frontend,typescript/javascript,1,1,0
frontend/e2e/watchtower-regression.spec.ts,frontend,typescript/javascript,1,1,0
frontend/expo-sqlite.d.ts,frontend,typescript/javascript,1,1,0
frontend/index.js,frontend,typescript/javascript,1,0,0
frontend/jest.config.js,frontend,typescript/javascript,1,1,0
frontend/jest.polyfills.js,frontend,typescript/javascript,1,1,0
frontend/jest.setup.js,frontend,typescript/javascript,1,1,0
frontend/metro.config.js,frontend,typescript/javascript,1,1,0
